"","peel","SSB","F","index","year"
"217",6,28436.4735933726,0.205381245793991,22,2001
"218",6,23713.8609939264,0.224887940790705,23,2002
"219",6,15722.1779152079,0.224577486750098,24,2003
"220",6,13570.9251350399,0.20297858416868,25,2004
"221",6,11795.6908085684,0.149155165757452,26,2005
"222",6,15002.2076356378,0.139890734763463,27,2006
"223",6,15765.0439469875,0.0997824400850609,28,2007
"224",6,21139.4804619484,0.126288068929914,29,2008
"225",6,24612.9172214242,0.117453074811223,30,2009
"226",6,26666.5549595929,0.120579507209457,31,2010
"227",6,32499.7908658467,0.0552681119930596,32,2011
"228",6,28355.3122218059,0.0597555424085874,33,2012
"229",6,22528.887536842,0.0625054739130346,34,2013
"230",6,31656.8940514487,0.0436551962884583,35,2014
"231",6,32740.1448244886,0.0514369454564722,36,2015
"232",7,60233.1200256479,0.354316181576599,1,1980
"233",7,55478.8476454771,0.240739987888655,2,1981
"234",7,39397.5000816591,0.4836473581468,3,1982
"235",7,37455.6551336134,0.470558268270717,4,1983
"236",7,23388.8261084157,0.68547732202892,5,1984
"237",7,18318.728968324,0.728894166754332,6,1985
"238",7,13236.3393229395,0.413052491314853,7,1986
"239",7,11539.7874127848,0.501495652803743,8,1987
"240",7,10351.1015079686,0.464655685684352,9,1988
"241",7,8790.92259603361,0.356813864249236,10,1989
"242",7,11627.0664248441,0.396293365185412,11,1990
"243",7,11392.3862615483,0.4182975622387,12,1991
"244",7,14344.9653689401,0.467874178706852,13,1992
"245",7,16432.5824736936,0.493434421107568,14,1993
"246",7,17612.0562176535,0.510824129388895,15,1994
"247",7,18561.1114516564,0.332481808702443,16,1995
"248",7,18129.0523797863,0.26277567164118,17,1996
"249",7,15572.2216102851,0.344637384224595,18,1997
"250",7,16966.1014232395,0.312908219052308,19,1998
"251",7,18353.4012696017,0.259813629975567,20,1999
"252",7,26533.3686636768,0.180619151995325,21,2000
"253",7,28309.7546229728,0.20677828811687,22,2001
"254",7,23604.6131636554,0.22756681181205,23,2002
"255",7,15703.8762288668,0.227046087961498,24,2003
"256",7,13528.6656947207,0.205847492062536,25,2004
"257",7,11755.2994337013,0.150721117143297,26,2005
"258",7,14943.5285592014,0.142230663889934,27,2006
"259",7,15754.2281826183,0.100563442654392,28,2007
"260",7,21117.9034843698,0.127606288012413,29,2008
"261",7,24722.5305475321,0.120564691723197,30,2009
"262",7,27272.2185350263,0.119929235564657,31,2010
"263",7,32930.5142340961,0.0543587738863411,32,2011
"264",7,28133.726647896,0.0605092200417651,33,2012
"265",7,22853.2269336792,0.0619724482825895,34,2013
"266",7,33451.8381588494,0.0413055314609509,35,2014
